Name,Location,Price
"3.1 Anna New House For Sale At Mandikatar, 1 Km From Dhumbarahi Chowk. : House For Sale In Mandikatar, Kathmandu",Kathmandu,20000000
"4.5 Anna Beautiful Brand New House For Sale At Sukedhara Inside Colony : House For Sale In Sukedhara, Kathmandu",Kathmandu,35000000
"4 Anna Modern Semi Bungalow For Sale At Golfutar 30 Feet Main Road. : House For Sale In Golfutar, Kathmandu",Kathmandu,32500000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,22000000
"6 Anna Brand New Semi Bungalow At Rudreshwor In 33 Feet Road : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,35000000
"K Yo Ghar Tapaiko Lagi Ho? : House For Sale In Tokha, Kathmandu",Kathmandu,26000000
"Just Built Semi - Commercial House : House For Sale In Baniyatar, Kathmandu",Kathmandu,26500000
"House For Sale In Thankot, Kathmandu",Kathmandu,11500000
"House For Sale In Balkhu, Kathmandu",Kathmandu,60000000
"House For Sale In Banasthali, Kathmandu",Kathmandu,37000000
"1.5 Talle Ghar Near Grande Tower : House For Sale In Tokha, Kathmandu",Kathmandu,13200000
"8 Anna Land On Sale At Ramkot -7 , Nagarjun : Land For Sale In Ramkot, Kathmandu",Kathmandu,1200000
"Land For Sale In Balaju, Kathmandu",Kathmandu,900000
"Sukedhra Ektabasti House In Sell : House For Sale In Ekatabasti, Kathmandu",Kathmandu,27500000
"House For Sale In Golfutar, Kathmandu",Kathmandu,18000000
"House For Sale In Naya Bazar, Kathmandu",Kathmandu,32000000
"House For Sale In Greenhill City, Mulpani, Kathmandu",Kathmandu,35000000
"House For Sale In Kapan, Kathmandu",Kathmandu,18200000
"Urgent House On Sale : House For Sale In Pepsicola, Kathmandu",Kathmandu,13500000
"Land For Sale In Dhumbarahi, Kathmandu",Kathmandu,5700000
"Land For Sale In Goldhunga, Kathmandu",Kathmandu,2000000
"Office Space For Rent In Durbar Marg, Kathmandu",Kathmandu,50000
"Land For Sale In Thankot, Kathmandu",Kathmandu,1150000
"House For Sale In Kapan, Kathmandu",Kathmandu,32500000
"Land For Sale In Thankot, Kathmandu",Kathmandu,1050000
"House On Sale In Bhimsengola, Old Baneswor Saypatri Tole : House For Sale In Battisputali, Kathmandu",Kathmandu,18000000
"Land For Sale In Kirtipur, Kathmandu",Kathmandu,3000000
"Land With Houses : Land For Sale In Teku, Kathmandu",Kathmandu,20000000
"Land For Sale In Kirtipur, Kathmandu",Kathmandu,1900000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,45000000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,49500000
"House For Sale On Only Land Cost @ Shantinagar Kathmandu! : House For Sale In Shantinagar, Kathmandu",Kathmandu,70000000
"9 Aana Chaauni Land On Dashain Tihar Offer Urgent Sale : Land For Sale In Chhauni, Kathmandu",Kathmandu,4300000
"Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu",Kathmandu,27800000
"5 Ropani Land For Sale At Golfutar! : Land For Sale In Golfutar, Kathmandu",Kathmandu,3800000
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu",Kathmandu,100000000
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu",Kathmandu,60000000
"Urgent Sale Land 5 Aana : Land For Sale In Raniban, Kathmandu",Kathmandu,4000000
"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,65000000
"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu",Kathmandu,56000000
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,44500000
"HATTIGAUDA BUNGALOW : House For Sale In Hattigauda, Kathmandu",Kathmandu,85000000
"House For Sale In Balaju, Kathmandu",Kathmandu,38000000
"Land For Sale In Kalanki, Kathmandu",Kathmandu,2000000
"Land For Sale In Chandragiri, Kathmandu",Kathmandu,1375000
"Land For Sale In Thankot, Kathmandu",Kathmandu,1450000
"House For Sale In Banasthali, Kathmandu",Kathmandu,19000000
"Flat For Rent In Jorpati, Kathmandu",Kathmandu,50000
"Land For Sale In Thankot, Kathmandu",Kathmandu,1700000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,7500000
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,47500000
"Urgent Sale A House In Grende Villa Housing, Dhapasi : House For Sale In Dhapasi, Kathmandu",Kathmandu,25000000
"Business For Sale In Swayambhu, Kathmandu",Kathmandu,1300000
"House For Sale In Mid Baneshwor, Kathmandu",Kathmandu,50000000
"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu",Kathmandu,25000000
"House For Sale In Syuchatar, Kathmandu",Kathmandu,16500000
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu",Kathmandu,46000000
"Land For Sale In Mulpani, Kathmandu",Kathmandu,3300000
"Land For Sale In Gongabu, Kathmandu",Kathmandu,7000000
"House For Sale In Basbari, Kathmandu",Kathmandu,28000000
"House For Sale In Mid Baneshwor, Kathmandu",Kathmandu,35000000
"House For Sale In Thapagaun, Kathmandu",Kathmandu,49000000
"Land For Sale In Samakhusi, Kathmandu",Kathmandu,4000000
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu",Kathmandu,20000
"SUNDARBASTI HOME : House For Sale In Bhangal, Kathmandu",Kathmandu,21500000
"Land For Sale In Tokha, Kathmandu",Kathmandu,3900000
"GOLFUTAR 4 ANA : Land For Sale In Golfutar, Kathmandu",Kathmandu,6700000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,25500000
"Perfect 8 Anna Residential Land For Sale Inside Budhanilkantha Villa : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,4200000
"House For Sale In Gothatar, Kathmandu",Kathmandu,16500000
"House For Sale In Bhangal, Kathmandu",Kathmandu,22000000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2200000
"12 Anna Fully Furnished Bungalow For Sale At Dhumbarahi, Pragati Tole : House For Sale In Dhumbarahi, Kathmandu",Kathmandu,70000000
"House For Sale In Banasthali, Kathmandu",Kathmandu,39500000
"Land For Sale In Dahachowk, Khahare, Kathmandu",Kathmandu,1450000
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu",Kathmandu,18000000
"Bungalow For Sale At Sitapaila, Sita Homes : House For Sale In Sitapaila, Kathmandu",Kathmandu,22000000
"House For Rent In Tarkeshwor, Kathmandu",Kathmandu,110000
"9 Anna Land For Sale At Baluwatar Infront Of Himani Trust : Land For Sale In Baluwatar, Kathmandu",Kathmandu,5500000
"Tempting Brand New Modern Bungalow For Sale In Maharajgunj : House For Sale In Maharajgunj, Kathmandu",Kathmandu,62500000
"7 Anna Attractive Land At Narayan Chaur, Naxal Near Star Venue Party Palace : Land For Sale In Naxal, Kathmandu",Kathmandu,8500000
"Ichangu Narayan Jagga : Land For Sale In Nagarjun, Kathmandu",Kathmandu,32500000
"House For Sale In Sukedhara, Kathmandu",Kathmandu,47000000
"Office Space For Rent In Baluwatar, Kathmandu",Kathmandu,175000
"Beauty Parlor On Sale! : Business For Sale In Anamnagar, Kathmandu",Kathmandu,500000
"1 Ropani Attractive Commercial Land For Sale At Gahana Pokhari, Naxal : Land For Sale In Naxal, Kathmandu",Kathmandu,11000000
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu",Kathmandu,22500000
"26 Anna Main Road Commercial Land, Mid Baneshwor Beside Venus Hospital : Land For Sale In Mid Baneshwor, Kathmandu",Kathmandu,11000000
"31 Anna Commercial Land For Sale Prime Location, Baluwatar Main Road : Land For Sale In Baluwatar, Kathmandu",Kathmandu,13000000
"8 Anna Modern House For Sale In Basundhara In Sherchan Colony Height : House For Sale In Dhapasi, Kathmandu",Kathmandu,45000000
"Magnificent New Bungalow For Sale At Budhanilkantha, Kathmandu : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,130000000
"9 Anna Commercial Main Road Land On Sale Opposite To Big Mart Lazimpat : Land For Sale In Lazimpat, Kathmandu",Kathmandu,15000000
"Land With Old House On Sale, Dhumbarahi Main Road Near Investment Bank : Land For Sale In Dhumbarahi, Kathmandu",Kathmandu,7500000
"6.5 Anna Land For Sale At Basundhara Chauki, Shayanshah Height : Land For Sale In Dhapasi, Kathmandu",Kathmandu,4000000
"Bungalow At Mid Baneshwor, 100 Meters From Venus Hospital : House For Sale In Mid Baneshwor, Kathmandu",Kathmandu,120000000
"Apartment For Rent In Bishal Nagar, Kathmandu",Kathmandu,100000
"Office Space For Rent In Baneshwor, Kathmandu",Kathmandu,350000
"Residential : House For Sale In Kapan, Kathmandu",Kathmandu,22000000
"Budhanilkantha Bungalow : House For Rent In Budhanilkantha, Kathmandu",Kathmandu,550000
"Budanilkantha Golfutar Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,30000000
"House For Sale In Kavresthali, Kathmandu",Kathmandu,7000000
"One Floor Home : House For Sale In Tarakeshwar, Kathmandu",Kathmandu,12000000
"House For Sale In Newroad, Kathmandu",Kathmandu,122500000
"House For Rent In Boudha, Kathmandu",Kathmandu,55000
"Land For Sale In Thali, Kathmandu",Kathmandu,1500000
"Land For Sale In Thali, Kathmandu",Kathmandu,1300000
"Land For Sale In Thali, Kathmandu",Kathmandu,1350000
"House For Rent In Minbhawan, Kathmandu",Kathmandu,80000
"House For Sale In Jorpati, Kathmandu",Kathmandu,20000000
"House For Sale In Tarkeshwor, Kathmandu",Kathmandu,17000000
"House For Sale In Tarkeshwor, Kathmandu",Kathmandu,8500000
"Land For Sale In Naikap, Kathmandu",Kathmandu,2600000
"Shutters For Rent : Office Space For Rent In Koteshwor, Kathmandu",Kathmandu,24000
"Tinkune Prime Location Land On Sale : Land For Sale In Tinkune, Kathmandu",Kathmandu,5600000
"SAMAKHUSI HOME : House For Sale In Samakhusi, Kathmandu",Kathmandu,44000000
"BUDHANILKANTHA 20 ANA VILLA : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,100000000
"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,96000000
"BHANGAL HEIGHT NEW HOME : House For Sale In Bhangal, Kathmandu",Kathmandu,28500000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,22500000
"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu",Kathmandu,41000000
"House For Sale In Samakhusi, Kathmandu",Kathmandu,30000000
"Office Space For Sale In Jamal, Kathmandu",Kathmandu,1200000
"Apartment For Rent In Naxal, Kathmandu",Kathmandu,170000
"Modern Bungalow : House For Sale In Maharajgunj, Kathmandu",Kathmandu,65000000
"3 - 4 Ana Land On Sale In Khadka Gau , Kalanki 1.5 Km From LRI School : Land For Sale In Kalanki, Kathmandu",Kathmandu,2300000
"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu",Kathmandu,115000000
"5 Ana Land On Sale In Pepsicola, Kathmandu !! : Land For Sale In Pepsicola, Kathmandu",Kathmandu,4000000
"4 Ana Land On Sale In Dharmasthali, Tarakheshwor Kathamandu : Land For Sale In Tarakeshwar, Kathmandu",Kathmandu,1400000
"1 Ropani Land On Sale In Macchegau, Kritipur - Can Be Plotted Into 3 Pieces : Land For Sale In Naya Bazar, Kathmandu",Kathmandu,1000000
"4 Ana Land On Sale In BhatekekoPati , Kritipur : Land For Sale In Kirtipur, Kathmandu",Kathmandu,2100000
"House For Sale In Dhapasi, Kathmandu",Kathmandu,35000000
"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu",Kathmandu,140000000
"House For Sale In Naikap, Kathmandu",Kathmandu,9500000
"House For Sale In Bhangal, Kathmandu",Kathmandu,20000000
"House For Sale In Hattigauda, Kathmandu",Kathmandu,18000000
"Office Space For Rent In Newroad, Kathmandu",Kathmandu,160000
"House For Sale In Hattigauda, Kathmandu",Kathmandu,35000000
"Land For Sale In Dakshinkali, Kathmandu",Kathmandu,150000
"Commercial Building For Rent : Business For Rent In Budhanilkantha, Kathmandu",Kathmandu,15000
"Land For Sale At Chundevi Kathmandu : Land For Sale In Maharajgunj, Kathmandu",Kathmandu,4500000
"Fully Furnished : Flat For Rent In Banasthali, Kathmandu",Kathmandu,25000
"Office Space For Rent In Lazimpat, Kathmandu",Kathmandu,35000
"Land For Sale In Pepsicola, Kathmandu",Kathmandu,5500000
"House For Sale In Kapan, Kathmandu",Kathmandu,18500000
"House For Sale In Anamnagar, Kathmandu",Kathmandu,33000000
"Flat For Rent In Balkhu, Kathmandu",Kathmandu,22000
"House For Sale In Samakhusi, Kathmandu",Kathmandu,22500000
"House For Sale In Samakhusi, Kathmandu",Kathmandu,27500000
"House For Sale In Naikap, Kathmandu",Kathmandu,18500000
"House For Sale In Kirtipur, Kathmandu",Kathmandu,33000000
"House For Sale In Swayambhu, Kathmandu",Kathmandu,23000000
"House For Sale In Balambu, Kathmandu",Kathmandu,15500000
"Plotted Land For Sale : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2000000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2225000
"House For Sale In Dhumbarahi, Kathmandu",Kathmandu,19000000
"House For Sale In Basundhara, Kathmandu",Kathmandu,29800000
"Land For Sale In Kalanki, Kathmandu",Kathmandu,3500000
"House For Rent In Gokarneshwor, Kathmandu",Kathmandu,17000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,26200000
"House For Sale In Tathali, Kathmandu",Kathmandu,4600000
"House For Rent In Budhanilkantha, Kathmandu",Kathmandu,200000
"Urgent Sale 8 Aana Land At Gaushala : Land For Sale In Gaushala, Kathmandu",Kathmandu,8500000
"Flat For Rent In Nagarjun, Kathmandu",Kathmandu,40000
"House For Sale Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,41000000
"Land For Sale In Mulpani, Kathmandu",Kathmandu,550000
"House For Sale In Basundhara, Kathmandu",Kathmandu,42000000
"Flat For Rent In Dhapasi, Kathmandu",Kathmandu,15000
"Land For Sale In Kageshwari-Manohara, Kathmandu",Kathmandu,2800000
"House For Sale In Kapan, Kathmandu",Kathmandu,21500000
"Land For Sale In Chhauni, Kathmandu",Kathmandu,2500000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,25500000
"House For Sale In Kapan, Kathmandu",Kathmandu,15000000
"KAPURDHARA NEW HOME : House For Sale In Kapurdhara, Kathmandu",Kathmandu,32000000
"House For Sale In Pepsicola, Kathmandu",Kathmandu,32000000
"Flat For Rent In Kirtipur, Kirtipur",Kathmandu,15000
"Land For Sale In Goldhunga, Kathmandu",Kathmandu,1500000
"Land For Sale In Chabahil, Kathmandu",Kathmandu,1200000
"Land For Sale In Boudha, Kathmandu",Kathmandu,5400000
"House For Sale In Gothatar, Kathmandu",Kathmandu,14000000
"Office Space For Rent In Gyaneshwor, Kathmandu",Kathmandu,250000
"13 Anna Land On Sale At Balambu : Land For Sale In Balambu, Kathmandu",Kathmandu,1700000
"0-4-2-3 Anna Land On Sale At Baad Bhanjyang : Land For Sale In Chandragiri, Kathmandu",Kathmandu,1100000
"Land On Sale At Gairidhara Kathmandu : Land For Sale In Gairidhara, Kathmandu",Kathmandu,10000000
"House For Sale In Goldhunga, Kathmandu",Kathmandu,25000000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,17000000
"Business For Rent In Pepsicola, Kathmandu",Kathmandu,40000
"Flat For Rent In Pepsicola, Kathmandu",Kathmandu,15000
"Land For Sale In Sitapaila, Kathmandu",Kathmandu,1200000
"Land For Sale In Naikap, Kathmandu",Kathmandu,1300000
"Land For Sale In Naikap, Kathmandu",Kathmandu,1700000
"Sukedhara, Jyotinagar House For Sell : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,22500000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,22000000
"House For Sale In Gothatar, Kathmandu",Kathmandu,36000000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,13200000
"House For Sale In Kapan, Kathmandu",Kathmandu,29000000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,20500000
"House For Sale In Tahachal, Kathmandu",Kathmandu,27000000
"House For Sale In Balaju, Kathmandu",Kathmandu,12000000
"Office Space For Rent In Tinkune, Kathmandu",Kathmandu,25000
"House For Sale In Basundhara, Kathmandu",Kathmandu,19500000
"Land For Sale In Sankhu, Kathmandu",Kathmandu,1350000
"Land For Sale In Boudha, Kathmandu",Kathmandu,3700000
"Land For Sale : Land For Sale In Chandragiri, Kathmandu",Kathmandu,1500000
"Land For Sale : Land For Sale In Chandragiri, Kathmandu",Kathmandu,1600000
"Land For Sale In Koteshwor, Kathmandu",Kathmandu,5000000
"House For Sale In Kapan, Kathmandu",Kathmandu,26500000
"House For Sale In Kapan, Kathmandu",Kathmandu,25500000
"House For Sale In Naikap, Kathmandu",Kathmandu,29500000
"House For Sale In Sukedhara Ektabasti : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,23500000
"Business For Sale In Basantapur, Kathmandu",Kathmandu,1700000
"House For Sale In Tokha, Kathmandu",Kathmandu,24500000
"House For Sale In Baneshwor, Kathmandu",Kathmandu,33000000
"6 Aana Land Sale At Minbhawan : Land For Sale In Minbhawan, Kathmandu",Kathmandu,6500000
"Shankhamul 12 Aana Land Sale : Land For Sale In Baneshwor, Kathmandu",Kathmandu,6500000
"Business For Sale In Hattigauda, Kathmandu",Kathmandu,900000
"13 Ropani Land For Sale @ Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,1300000
"Modern House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,51000000
"Residential Land In Swayambhu : Land For Sale In Swayambhu, Kathmandu",Kathmandu,1600000
"4 Aana, Mulpani, Residential Land, South Facing : Land For Sale In Mulpani, Kathmandu",Kathmandu,1600000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,15000000
"House For Sale InKhusibun, Naya Bazar, Kathmandu",Kathmandu,40000000
"House On Sale @ Very Low Price : House For Sale In Mulpani, Kathmandu",Kathmandu,17500000
"Budhanilkantha Hattigauda 20 Ana Bungalow : House For Sale In Hattigauda, Kathmandu",Kathmandu,90000000
"House For Sale In Manamaiju, Kathmandu",Kathmandu,13500000
"Business For Sale In Baneshwor, Kathmandu",Kathmandu,1500000
"Business For Sale In Baneshwor, Kathmandu",Kathmandu,1500000
"House For Sale In Maharajgunj, Kathmandu",Kathmandu,70000000
"Business For Sale In Chabahil, Kathmandu",Kathmandu,1400000
"Beautiful Sweet Home Kapan Housing : House For Sale In Bhangal, Kathmandu",Kathmandu,17900000
"7 Ana Bungalow Bhangal Kapan : House For Sale In Bhangal, Kathmandu",Kathmandu,34500000
"Flat For Rent In Lazimpat, Kathmandu",Kathmandu,27000
"Beautiful (150m From Main Ringroad) Stunning, Magnificent Views, Prestigious Location : House For Sale In Basundhara, Kathmandu",Kathmandu,41000000
"4 Story House/Building On Ring Road : House For Sale In Koteshwor, Kathmandu",Kathmandu,18500000
"Land : Land For Sale In Kalanki, Kathmandu",Kathmandu,1900000
"Urgent Restaurant On Sale : Business For Sale In Chabahil, Kathmandu",Kathmandu,1500000
"BUDHANILKANTHA 32 ANA LUXURY HOME : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,105000000
"HATTIGAUDA 4.5 FLOOR HOME : House For Sale In Hattigauda, Kathmandu",Kathmandu,36500000
"House For Sale In Kirtipur, Kirtipur",Kathmandu,15000000
"Chapali Vangal House In Sell : House For Sale In Bhangal, Kathmandu",Kathmandu,21000000
"House For Sale In Chabahil, Kathmandu",Kathmandu,38000000
"Business For Sale In Jorpati, Kathmandu",Kathmandu,600000
"House At Sale At Panchakumai Marg, Kapan : House For Sale In Kapan, Kathmandu",Kathmandu,11000000
"Flat For Rent In Samakhusi, Kathmandu",Kathmandu,22000
"House For Sale In Kapan, Kathmandu",Kathmandu,7500000
"2.5 Storey House On Sale At Ramkot : House For Sale In Ramkot, Kathmandu",Kathmandu,17500000
"Land For Sale In Goldhunga, Kathmandu",Kathmandu,1350000
"Land Sale : Land For Sale In Mulpani, Kathmandu",Kathmandu,1700000
"Land On Sale : Land For Sale In Manamaiju, Kathmandu",Kathmandu,5000000
"Land For Sale In Goldhunga, Kathmandu",Kathmandu,5200000
"Flat For Rent In Kalanki, Kathmandu",Kathmandu,20000
"2.5 Storey House On Sale At Pachdhara Gairigau, Swoyambhu : House For Sale In Swayambhu, Kathmandu",Kathmandu,27000000
"House For Sale In Goldhunga, Kathmandu",Kathmandu,13000000
"House For Rent In Maharajgunj, Kathmandu",Kathmandu,250000
"Flat For Rent In Basundhara, Kathmandu",Kathmandu,30000
"House For Sale In Tarkeshwor, Kathmandu",Kathmandu,8000000
"Office Space : Office Space For Rent In Sankhamul, Kathmandu",Kathmandu,30000
"Greenland Home For Sale : House For Sale In Tokha, Kathmandu",Kathmandu,17800000
"Villa 8 Ana : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,4000000
"Baluwakhani 3.5 Ana Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,21800000
"House For Sale In Kalopul, Kathmandu",Kathmandu,29000000
"Land For Sale In Baluwatar, Kathmandu",Kathmandu,6000000
"Land For Sale In Kalanki, Kathmandu",Kathmandu,3500000
"Land For Sale In Naikap, Kathmandu",Kathmandu,2400000
"HOUSE FOR SALE : House For Sale In Basundhara, Kathmandu",Kathmandu,23000000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,29000000
"Land On Sale At Brahmakhel : Land For Sale In Kageshwari-Manohara, Kathmandu",Kathmandu,1000000
"Dhapasi House Sale : House For Sale In Dhapasi, Kathmandu",Kathmandu,70000000
"Flat For Rent In Newroad, Kathmandu",Kathmandu,13000
"House For Sale In Tinkune, Kathmandu",Kathmandu,37500000
"Land On Sale At Maharajgunj : Land For Sale In Maharajgunj, Kathmandu",Kathmandu,4500000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,11500000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,12500000
"Land For Sale In Jorpati, Kathmandu",Kathmandu,2900000
"House For Sale In Shantinagar, Kathmandu",Kathmandu,42500000
"Commercial And Residential : Land For Sale In Gaurighat, Kathmandu",Kathmandu,4200000
"Greenhill City Jorpati Siva Chok Vitra : Land For Sale In Greenhill City, Mulpani, Kathmandu",Kathmandu,2400000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2300000
"Urgent Sale : Land For Sale In Sankhu, Kathmandu",Kathmandu,1200000
"House For Sale In Kalimati, Kathmandu",Kathmandu,25000000
"House For Sale In Balaju, Kathmandu",Kathmandu,22000000
"Budhanilkantha House Sale : House For Sale In Pasikot, Kathmandu",Kathmandu,30000000
"Office Space For Rent In Naxal, Kathmandu",Kathmandu,130000
"For Sale : Land For Sale In Jorpati, Kathmandu",Kathmandu,3700000
"Land For Sale In Kirtipur, Kirtipur",Kathmandu,800000
"Land For Sale In Chamati, Kathmandu",Kathmandu,4000000
"Land For Sale In Mulpani, Kathmandu",Kathmandu,1400000
"Land For Sale In Chandragiri, Kathmandu",Kathmandu,2200000
"House For Sale In Sukedhara, Kathmandu",Kathmandu,29800000
"Business For Sale In Thamel, Kathmandu",Kathmandu,1700000
"Business For Sale In Baneshwor, Kathmandu",Kathmandu,1900000
"House On Sale Or For Rent In Kirtipur : House For Sale In Kirtipur, Kirtipur",Kathmandu,25000000
"House For Sale In Baneshwor, Kathmandu",Kathmandu,32000000
"Land For Sale : Land For Sale In Chabahil, Kathmandu",Kathmandu,3500000
"House For Sale In Thali, Kathmandu",Kathmandu,11000000
"Flat For Rent In Baneshwor, Kathmandu",Kathmandu,25000
"2.5 Storey House On Sale At Sano Mandir , Gurjudhara : House For Sale In Gurujudhara, Kathmandu",Kathmandu,17000000
"Civil Homes House : House For Sale In Chandragiri, Kathmandu",Kathmandu,35000000
"Kamaldi Land Sale : Land For Sale In Kamaladi, Kathmandu",Kathmandu,22000000
"House For Sale In Sukedhara, Kathmandu",Kathmandu,24000000
"House For Sale In Kirtipur, Kirtipur",Kathmandu,4000000
"Land For Sale In Pepsicola, Kathmandu",Kathmandu,2750000
"12 Anna 3 Paisa Highway Touched Land On Sale At Dhungeadda , Kalanki : Land For Sale In Kalanki, Kathmandu",Kathmandu,4000000
"Land For Sale In Kirtipur, Kirtipur",Kathmandu,1900000
"Land For Sale In Kirtipur, Kirtipur",Kathmandu,1200000
"House For Sale In Chandragiri, Kathmandu",Kathmandu,21000000
"Land For Sale In Chovar, Kathmandu",Kathmandu,1500000
"House For Sale In Banasthali, Kathmandu",Kathmandu,22500000
"Naranthan 2 Ropani Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,115000000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,28000000
"Land At The Heart Of The Ktm City ,2.08 Cr : Land For Sale In Tahachal, Kathmandu",Kathmandu,3500000
"Baluwakhani Chok 4 Ana Home : House For Sale In Bhangal, Kathmandu",Kathmandu,24000000
"Baluwakhani Home : House For Sale In Bhangal, Kathmandu",Kathmandu,24000000
"Land For Sale In Satungal, Kathmandu",Kathmandu,2000000
"Land For Sale In Kadaghari, Kathmandu",Kathmandu,2500000
"Flat For Rent In Narephate, Kathmandu",Kathmandu,19500
"House For Sale In Tokha, Kathmandu",Kathmandu,27500000
"House For Sale In Jorpati, Kathmandu",Kathmandu,24000000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2000000
"House For Sale In Nepaltar, Kathmandu",Kathmandu,24000000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,1900000
"House On Sale At Dhungedhara : House For Sale In Dhungedhara, Kathmandu",Kathmandu,24500000
"House For Rent In Baneshwor, Kathmandu",Kathmandu,100000
"BUDHANILKANTHA VILLA LAND : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,4200000
"GOLFUTAR HEPLAI CLASSIC BUNGALOW : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,62000000
"Basundhra Choker 6 Ana Home : House For Sale In Basundhara, Kathmandu",Kathmandu,42500000
"Hattigauda Chokaima 4 Ana Home : House For Sale In Hattigauda, Kathmandu",Kathmandu,24500000
"Busundhara 8 Ana Modern Home : House For Sale In Basundhara, Kathmandu",Kathmandu,45000000
"Hattigauda 6.5 Ana Bungalow : House For Sale In Hattigauda, Kathmandu",Kathmandu,33000000
"House For Sale In Gaushala, Kathmandu",Kathmandu,80000000
"House For Sale In Baluwatar, Kathmandu",Kathmandu,34000000
"Business For Sale In Boudha, Kathmandu",Kathmandu,800000
"Attractive Commercial Cum Residential Land At Prime Location Near Nirmal Niwas Maharajgunj For Sale : Land For Sale In Maharajgunj, Kathmandu",Kathmandu,6500000
"MILAN CHOWK Land On Sale!! : Land For Sale In Mid Baneshwor, Kathmandu",Kathmandu,5800000
"MODERN HOUSE ON SALE!! : House For Sale In Jorpati, Kathmandu",Kathmandu,21500000
"House For Sale In Joranku, Kathmandu",Kathmandu,15900000
"Apartment For Rent : Apartment For Rent In Dhapasi, Kathmandu",Kathmandu,60000
"House For Rent In Baluwatar, Kathmandu",Kathmandu,110000
"Land For Sale In Tokha, Kathmandu",Kathmandu,1650000
"House For Sale In Basundhara, Kathmandu",Kathmandu,23500000
"Land For Sale In Goldhunga, Kathmandu",Kathmandu,1000000
"House For Sale In Sukedhara, Kathmandu",Kathmandu,42000000
"Business For Sale In Boudha, Kathmandu",Kathmandu,6500000
"Business For Sale In Putalisadak, Kathmandu",Kathmandu,1800000
"Business For Sale In Chabahil, Kathmandu",Kathmandu,2000000
"Business For Sale In Sundhara, Kathmandu",Kathmandu,2000000
"Business For Sale In Jorpati, Kathmandu",Kathmandu,900000
